exp_id,condition,isotope,isotopomer,slope,intercept,std_err,scan_count,mean,stdev,rep_count,labelled,pval,tstat
EXAMPLE_4,GLU-3,12,M1vM0,0.3194349329557994,54.21646730955581,0.0036897839580787876,15,0.3203824341016525,0.00785538913729122,4,,,
EXAMPLE_4,GLU-4,12,M1vM0,0.3301632680418937,-32.42054269019991,0.0059463911320068955,14,0.3203824341016525,0.00785538913729122,4,,,
EXAMPLE_4,GLU-1,15,M1vM0,1.3068384037516996,-204.6252673221161,0.0650183812699808,13,1.3247362026245457,0.14371295403879172,4,True,0.0007720597201608136,-13.956386218671716
EXAMPLE_4,GLU-2,15,M1vM0,1.1287727951934714,351.72946726645523,0.04645359842442011,9,1.3247362026245457,0.14371295403879172,4,True,0.0007720597201608136,-13.956386218671716
EXAMPLE_4,GLU-3,15,M1vM0,1.4180663749323472,-123.89509350410844,0.03313496566482054,13,1.3247362026245457,0.14371295403879172,4,True,0.0007720597201608136,-13.956386218671716
EXAMPLE_4,GLU-4,15,M1vM0,1.4452672366206647,-422.91783529675195,0.03256839257113153,12,1.3247362026245457,0.14371295403879172,4,True,0.0007720597201608136,-13.956386218671716
EXAMPLE_6,GLU-1,12,M1vM0,0.3658503528273906,-33.80487133137649,0.010582626709429601,13,0.36179680781962886,0.01371132841677502,4,,,
EXAMPLE_6,GLU-2,12,M1vM0,0.3633474051334522,-71.74732456041284,0.007821067787102847,11,0.36179680781962886,0.01371132841677502,4,,,
EXAMPLE_6,GLU-3,12,M1vM0,0.34272416819737644,163.44686044942955,0.005303594708781468,15,0.36179680781962886,0.01371132841677502,4,,,
EXAMPLE_6,GLU-4,12,M1vM0,0.3752653051202963,-21.9982833546469,0.020367117051595753,10,0.36179680781962886,0.01371132841677502,4,,,
EXAMPLE_6,GLU-1,12,M2vM1,0.18796934527844322,55.61525067137836,0.030577129720268194,6,0.1715353245417273,0.02285822589448798,4,,,
EXAMPLE_6,GLU-2,12,M2vM1,0.1509588339159758,128.3652880384078,0.018139503841625975,5,0.1715353245417273,0.02285822589448798,4,,,
EXAMPLE_6,GLU-3,12,M2vM1,0.1944085598791531,-40.30709745343779,0.009045062277282426,8,0.1715353245417273,0.02285822589448798,4,,,
EXAMPLE_6,GLU-4,12,M2vM1,0.15280455909333704,-6.839285450793454,0.029477520113283247,7,0.1715353245417273,0.02285822589448798,4,,,
EXAMPLE_6,GLU-4,12,M3vM2,0.15771812080536912,-0.7751677852348848,0.0,2,0.15771812080536912,,1,,,
EXAMPLE_6,GLU-1,15,M1vM0,1.0889528368665897,390.51349071388427,0.1426521570105283,8,1.2668260205048472,0.13585642790833025,4,True,0.0008369947132808155,-13.255977380011824
EXAMPLE_6,GLU-2,15,M1vM0,1.2468049386840847,120.36001764632465,0.1767677031134638,6,1.2668260205048472,0.13585642790833025,4,True,0.0008369947132808155,-13.255977380011824
EXAMPLE_6,GLU-3,15,M1vM0,1.4090751375212731,93.6077897316618,0.09047063961556567,9,1.2668260205048472,0.13585642790833025,4,True,0.0008369947132808155,-13.255977380011824
EXAMPLE_6,GLU-4,15,M1vM0,1.3224711689474407,147.38430497009813,0.13320577394687222,8,1.2668260205048472,0.13585642790833025,4,True,0.0008369947132808155,-13.255977380011824
EXAMPLE_6,GLU-2,15,M2vM1,0.20978920432591636,6.200251030163315,0.012987087458991374,3,0.20978920432591636,,1,,,
EXAMPLE_7,GLU-1,15,M2vM1,0.07925407925407925,151.3776223776224,0.0,2,0.10278871902065319,0.02985909212882798,3,,,
EXAMPLE_7,GLU-2,15,M2vM1,0.09273504142327868,66.17589929492945,0.025475360493884817,5,0.10278871902065319,0.02985909212882798,3,,,
EXAMPLE_7,GLU-3,15,M2vM1,0.13637703638460164,41.579726214417065,0.02773170203572064,3,0.10278871902065319,0.02985909212882798,3,,,
EXAMPLE_8,GLU-2,15,M2vM1,-0.06725663716814159,282.04601769911505,0.0,2,-0.06725663716814159,,1,,,
